       ,review_id              ,user_id                ,business_id            ,stars ,useful ,funny ,cool ,text                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,date
188004 ,IDoDtW-clxRDdt4jVRAkzA ,8fLyNARKZHUgRMPoWv1lFg ,AODksDNj5mH953cyhUG1Qw ,  5.0 ,     0 ,    0 ,   0 ,"Went here for the first time about a month ago, I've been back about a dozen times since. Amazing food, amazing prices, great customer service, best water in town."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-04-13 23:51:15
256006 ,UQedQ-tB05PE2hizBkSAqQ ,VIAQcZRdWk5oM_F8F0n_yA ,1T9F7iLDFAYWJvif1RKneg ,  2.0 ,     0 ,    0 ,   0 ,"Very easy to find from the road. Service is slow. Extensive menu.
                                                                                                            
                                                                                                            After being seated, no one talked to us, and we didn't get our waters until we'd been sitting for 15 minutes. I hate how my mom is a stickler about water, but I guess it rubbed off on me. The waitstaff never came back with refills.
                                                                                                            
                                                                                                            The food was okay, not spectacular. The shrimp pad thai my friends ordered was spicy. I had the curry chicken. It was interesting. LOTS of sauteed onions with chicken and peanuts. (So many onions--I was overwhelmed.) The sauce wasn't spicy at all, and there wasn't a lot of it. I think I was expecting it to be more like an Indian curry, so my let down might be entirely my own fault.
                                                                                                            
                                                                                                            The bubble tea was good. They had a lot of flavors to choose from like jasmine, mango, and strawberry.
                                                                                                            
                                                                                                            2 rating because I was dissapointed by the service and the food. Waitstaff was nice, but wasn't efficient."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,2017-07-01 02:20:17
462274 ,qOyct_jWRcWaxOdocf-Ojw ,13fe0Qw5ALvS9pcpwkDntA ,NeY1bH6IKJxnn4YAixibsQ ,  3.0 ,     1 ,    2 ,   1 ,"Egg white cups are fun! I get them often for breakfast but they're a bit unsatisfying and overly cheesy so I end up just wanting more food without feeling like I've eaten a good breakfast. I'm sad they stopped selling ancient grains oatmeal.
                                                                                                            
                                                                                                            I've gotten oatmeal from here a few times because it's right next to my first class of the day every day, but their toppings bar is rather limited and everything is sugared up and sweetened except the strawberries and almonds, and they often fill their oatmeal cups to the brim so it's hard to add a substantial amount of toppings.
                                                                                                            
                                                                                                            Cosi bread is THE BEST. My friend and I used to come here just because their multigrains are so yummy (and their plains have the same oniony? but not oniony? flavored awesomeness that goes with every meal you could get). If you get a warm slice it totally makes your day.
                                                                                                            
                                                                                                            Their turkey avocado sandwich is *very* filling! Great for togo lunches when you're powering through your day, but it still just tastes like fast food.
                                                                                                            
                                                                                                            Service is consistently prompt, with on-and-off friendly cashiers. Some places you can walk into knowing you'll have really sweet service but here.
                                                                                                            
                                                                                                            High music volume + the types of food is too fast-foody for me to say it's a fantastic place to go if you have your choice of time constraints, but it's healthy enough for a good, quick lunch."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,2017-01-06 16:29:58
247821 ,xXjcX6fJPYWf2YFsS6oF3w ,OXYqV0yy2aXa_Mid5wKAAA ,rsDFJ05TiW7yBMdVuQ2tQQ ,  5.0 ,     0 ,    0 ,   0 ,The best ever. Try the cardinal sin.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,2014-07-10 18:09:04
300389 ,XlIyQo_SiPCIAc4o0DSxyg ,VTKMyK73IPrYcC8WNurYAQ ,j8JOZvfeHEfUWq3gEz6ABQ ,  5.0 ,     2 ,    0 ,   0 ,"Bacchanal might be my favorite place in the whole world.  At least my favorite in all of New Orleans.  I've been in love with this fine neighborhood institution for 5 years, and the love just grows stronger.
                                                                                                            
                                                                                                            There is no other bar or restaurant I'd rather spend a evening at with my partner or friends.  The addition of the inside dining area has helped relieve the crowding issues they were starting to have.  But honestly, I don't mind sharing tables with other parties and I find that to be one of the charming features of this place.
                                                                                                            
                                                                                                            Also, the new bartender can sling some amazing cocktails.  I know it's hard to go here and not order a bottle of wine, but if you're feeling something different, step over to the bar for a real treat."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,2013-04-28 14:02:18
 77041 ,7ewgftweakKClKxp6zxcWw ,l3_e5V0_kFdNEELcBcim5g ,L5z0eJ8Poz0K5C_qONIU0Q ,  5.0 ,     1 ,    0 ,   1 ,Very good car wash with friendly service. I always thought not to bring my new AMG vehicle to machine using car wash because of scratch concerns but I gave it a try because I had a 1 month free coupon and MB fort washington actually recommends this car wash. I even saw S65 AMG (a quarter million dollar car) getting detailed here. Seriously no other car wash does better exterior job than this car wash. I honestly dont like how they take 9 dollars on interior vacuum because other carwashes just do it for free but it doesnt matter because I can vacuum myself for $1.50 I'll just call this a good sale stretegy. No one wants to vacuum 200 cars a day. I had that nightmare. (Im a former carwash employee) I unfortunately dont carry around cash and feel bit sorry for not paying tips but in return I actually get out of my car and dry wipe side sills myself lol.  Im planning to return to this car wash even after my free carwash expires.                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,2016-04-03 16:06:20
398917 ,OwuUR_va9Ks0BkstYBEf9w ,eTzE7DauSODqmviZ5YfCTg ,HJhFyeLCGJTe4UCEniG5XQ ,  4.0 ,     1 ,    0 ,   1 ,"You hear them say it all the time ""We treat you like family."" John went out of his way to make sure he did! I appreciated his efforts to ensure that I had a good experience regardless of whether I bought a car or not. I had a great experience and like not having to spend the entire that at the dealership! Looking forward to having my car delivered! I will add that picture when it happens.
                                                                                                            
                                                                                                            Ken & John provided me 5 star service, but overall I'm giving the dealership 4 stars because in the end the other dealership had you beat on price and inventory. If I hadn't received 5 star service and John's willingness to match their price and my willingness to wait for inventory, I would have driven down the road and be in my car right now. Hope you appreciate that I am willing to wait for you guys to get me my car just to give you the business. It would be disappointing not to get my car on Monday."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,2020-02-15 19:51:12
351170 ,LrLpjisabmpzbt_xSDG38g ,OX4_akjuGENS82zhiMdrfA ,IjtKwA7njLjTvZr0nFSLeA ,  4.0 ,     2 ,    0 ,   0 ,"I came to visit Armature Works in Tampa and happen to come across this place. I was thirsty, but  wanted to try out something different and fresh. I came upon this sangria they had promoting on their TV screen. Look delicious so I ordered one. Have to say, it was refreshing and delicious. Aside from the fact it was weekend and I wanted to unwind a bit, this came to be a good choice. I love the fact that fruits were included in the drink. Definitely recommend this drink if you are in the mood for something fresh and delicious.
                                                                                                            
                                                                                                            I also had their tostones rellenos. My favorite. Hemming's not only does their tostones good, but they do an awesome job in adding that pork meat, cilantro, and sauce. The flavor is outstanding. Keeping the Cuban tradition with a little added flavor. Recommended."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,2019-02-28 21:51:31
177884 ,vT0SDsLamfkmecT3jf-gyA ,_Y8rhz5rLT-b5SpHWQc22g ,Lab6CSO32Bm8q5XZxSliMg ,  5.0 ,     2 ,    0 ,   0 ,"Never been to or heard anything about this place. Called & ordered flowers over the phone to be delivered for someone's birthday. Delivered as promised, in a vase, fresh and beautiful for a very reasonable price."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,2017-02-04 02:54:30
 32012 ,Yx6qlRekOfxxWV2eS6sIDQ ,h7p-GuaHFGsiKCF4g6Bjqg ,bmz4siaejdjs4_yS_mYW4A ,  2.0 ,     0 ,    0 ,   0 ,"Standard beer and pub food fare. We tried four different beers: the mango IPA, the kolsch, the Brett Saison, and the Wit. We weren't impressed by any, but the Wit was our favorite out of the four. For food, we ordered corn fritters. The fritters were fine, but the sauce that came with them was a totally gross, fully congealed excuse for a queso. I held the tub of it upside down - nothing, it didn't drip. We were in the area and wanted to grab a beer, but I definitely wouldn't go out of my way to go back here!"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,2017-04-09 19:58:31
131041 ,iazmZdF_mvtie_jJzfE2MQ ,3FvKrVxc27CgwKgwTP9XwQ ,otQS34_MymijPTdNBoBdCw ,  4.0 ,     0 ,    0 ,   0 ,Was recommended to me by a local. I really liked the Sonoran Hotdogs! I also hit the garbezo carmellos. It was so good the whole group went twice! Food was very reasonably priced and service was good! I would definitely recommend this to anyone visiting Tucson.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2013-03-24 21:16:38
281688 ,E2zCeFtZvqLpmiqLNIw_xA ,3EOhV0S4QxTD7IOZp-MrnA ,UmjITdXHhEF46ho6IhaGQg ,  1.0 ,     1 ,    0 ,   0 ,"I came here with my friends around the time closer to when it opened. I bought a $10 game card, but I didn't end up playing any games. I was planning on playing games after my friends finished their food, but the cooks obviously had different plans. We waited on food for two hours. Yes, you read that correctly. Two. Hours. When they got their food, it wasn't even hot. By then, I wasn't really in the mood to play games, and I was extremely grateful that I didn't order food myself. I would say that I would give it another try, but I heard there was no improvement so far with service. Since I still have my $10 game card, I would go just to strictly play the games only."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,2018-12-15 20:57:43
149841 ,MbJBvGh8JlaVwQlmTSDtKQ ,kGNmlyLbyqUnGD8wpHIMXA ,fAiPD2OIEm9wtS7uJqzu5Q ,  2.0 ,     0 ,    0 ,   0 ,I tried their chicken taco special for the day today and they were really plain and no flavor at all. Took two bites and threw it. I wouldn't go to this place again.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2016-03-01 19:42:09
117478 ,aVlUFh7y9ize3VwxsgGFSQ ,1h40OGNNcZ0nrrdJh4PEww ,bN7-A2GlVz2Job3frIPy9w ,  5.0 ,     0 ,    0 ,   1 ,"Brought my son, Diego, here for a treat. It is excellent!  Stylish, hip, quality ingredients, and tastes yummy!  The flavors are original, and you can tell there was a lot of thought and care put into each one."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,2014-11-01 19:40:39
 68931 ,0IxU8R57ZJxb5W-Zx8GX0g ,q8rN5ZtvJ-hJlf7U1NKfWw ,D2gONomZQyRjxR3TMHJovw ,  1.0 ,     0 ,    0 ,   0 ,"I yelped GAS STATIONS. This is just a WAWA store, they do not have a gas station or even a parking lot. Bad Yelp."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2016-01-06 15:42:06
300394 ,EH2az9__juLTkcKSA9RRMA ,yKQEhV_heQKrloEAiKy91w ,jE8o7lX3NMmcG0iMlqoo7A ,  1.0 ,     1 ,    0 ,   0 ,"Ordered takeout less than an hour ago, go pick it up and get home. At first glance the buffalo chicken dip looks a little strange but it's a new place and everyone does things differently. NOPE! It tasted like straight oil! 3 bites in and I threw it in the trash. Caesar salad came with Italian dressing not Caesar, and the wings are so over cooked and lacking sauce. So disappointed. This used to be my go to place for wings, time to look elsewhere. Don't waste your time going here, spend the extra 10-15 minutes and get your food from a bar in Doylestown or the Pineville!"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,2018-04-25 00:10:35
 10774 ,fzl6vki9TFWlp-_N5VfAcA ,_BHTC7nyCBoZcfiiD5cOXg ,aZNiVR6oAMQX5__yGPvYsg ,  4.0 ,     2 ,    1 ,   0 ,"An exciting blend of Asian and Western cuisines, served in a stunning space featuring stone and glass, silk lanterns, arrangements of fresh orchids, and an impressive collection of Chinese art. Start with seafood wonton soup, a miso-like broth brimming with ginger-filled dumplings, or curried chicken ravioli with grilled eggplant. What seem to be odd combinations prove to be inventive, and delicious, creations - smoked duck with endive, spicy shrimp with sweet pear curry, sesame seed-encrusted halibut filet with crunchy French beans and tomatoes in a lemongrass sauce. Noodle dishes and stir-fries are impressive. One area where they really shine is one usually ignored by Asian eateries - dessert. Ginger creme with strawberries, hazelnut meringue with milk chocolate and champagne-poached kumquats, and fresh mango and blueberry cake are options that warrant serious consideration. As glamorous the decor and delectable the cuisine are, this loses a star for its far too small portions at much too high prices. Heaping more on the plate or lowering the tab probably would make this a more frequent destination instead of an occasional special event."                                                                                                                                                                                                                                               ,2005-09-23 15:57:14
107603 ,J5d_00wNKldqzETI1yjegQ ,2XKlUjHGk9z-2ckFMcBEHw ,N5ekxQd7wGHWJJK-p9qqXw ,  4.0 ,     4 ,    1 ,   1 ,"Almost a perfect experience. So close.
                                                                                                            
                                                                                                            BF and I had an impromptu date night, and I have been wanting to try Moto for a long time! We came in a bit late and were able to snag a nice booth at the front of the restaurant. I absolutely love the ambiance. It's modern and romantic, and they have a gigantic bar that is lovely.
                                                                                                            
                                                                                                            We ordered a bottle of wine, and I was pleased to see that they offer a variety of options to choose from with different price points. We got a delicious bottle of pinot for $36.00! Excellent.
                                                                                                            
                                                                                                            For entrees we got an order of wagyu beef meatball, and the prosciutto crostino
                                                                                                            with ricotta, thyme, honey. The crostino was amazing but the wagyu beef was a tad bit overcooked. Just a tiny bit.
                                                                                                            
                                                                                                            Entrees were the blueberry lasagna and the black spaghetti. MMM. Both were outstanding. The blueberry lasagna is a must try if you like mushrooms, it's not sweet, definitely savory and rich. It was unlike anything I've had before and I loved it! I'd highly recommend the black spaghetti as well, it had lobster in the sauce and was out of this world!!
                                                                                                            
                                                                                                            Since it was date night, we decided to go for dessert and ordered the buttermilk gelato and the white peach mint sorbet. YUM. For only $3 a scoop, it was the perfect end to the meal.
                                                                                                            
                                                                                                            I am a big fan of Moto and will be back again to hopefully up my review to 5 stars!"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,2014-06-17 13:54:13
394920 ,rMYK23AYIOcKzcLyiLWlKA ,_1G9MRS0D9HlWA1ywpmVjg ,eaDZlSuVS0EY67Ke6pRP6Q ,  1.0 ,     0 ,    0 ,   0 ,Not good food. I thought this was I in china town it would be cheap. Ordered red snapper. Costed me more then 30 dollars plus there was no  meat in it. Over cooked burned fish for more then 30. I will never ever go there.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,2020-02-05 18:49:39
382709 ,87vZX4LeGu3e1wB04Qwe3g ,pyK1NsV_aSeXY-j1vSzqvQ ,GyC36Pn0Q1-qHnqXys6yFg ,  4.0 ,     4 ,    0 ,   1 ,"ONE word - Pancakes!!! They were made to perfection, as usual. Also, the hash brown casserole is always delicious. However, the portion size for the price is so disappointing. It's like this little dollop, such a tease :( But the pancakes always always, alwaysssss satisfy my hunger.
                                                                                                            
                                                                                                            The service was excellent, I expected such, being that this location is in the south - southern hospitality. For the first time I tried dessert and I didn't like it, at all. The peach cobbler and blackberry cobbler, two thumbs down. Other than that, everything else was superb!"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,2016-01-04 18:22:14
 33408 ,skuqmcgTqznCZRIz2IeYGw ,GziBTHgg4kqLjp3sL2QMvQ ,y7qvy9LcyK2hr_VcPBiPaQ ,  4.0 ,     1 ,    0 ,   1 ,"Bicycle revolutions is my designated neighborhood bike shop. With a somewhat limited selection, and slightly higher prices, they're not my all time favorite. But, time after time, I find myself coming here because they're just so damn friendly and convenient. Brian is really great. I bought my first new bike (all the previous ones were hand me downs) here. At the time I didn't know much about what I was looking for. Brian helped me find a bike that fit correctly and was pretty much exactly what I was looking for.
                                                                                                            
                                                                                                            Six months later, I've learned a lot more about bikes. I would avoid buying a complete bike again, and instead build one myself. And I'm sure that Bicycle Revolutions could help me do that. But all in all, they're a great shop, and are largely responsible for getting me into such a wonderful activity. Oh and I just bought my helmet here! Good selection and they helped me find one that fit. Get a helmet :)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,2009-10-28 16:56:06
430592 ,S07XdkaRVmfUlqwgp_zj4g ,uKFGm_6VYQmaVxsmq0SNug ,2N_54QEPZiqT_A-kgCLzSQ ,  4.0 ,     1 ,    0 ,   0 ,"Low key, offers more services than appears. Lots of stations and staff. Prices are good. Treated my 6 yo granddaughter like a princess. Super Friendly staff."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,2016-09-07 10:32:38
128747 ,kSrJQw5QNWHPTAWNQ28Z5A ,y1QZApVstch3kZ9GmfA46Q ,vs4EAGPkavNHZrnSVgLMAQ ,  5.0 ,     0 ,    0 ,   0 ,"Bravo Ken, bravo! Each time I go to purchase a car I always look at the Cadillac, but when it comes time to make a decision I end up choosing another car. This is always a decision I end up with regretting in the long run. But finally we settled on a Cadillac, and Ken was very helpful. He made the buying experience enjoyable and comfortable for us. This was the best experience we had at a dealership to date. We went looking for the best deal on miles per gallon, and we came home with the best deal on smiles per gallon. Not only the vehicle, but the experience was worth every penny. I would recommend this vehicle, the dealership and Ken anyone, anytime."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,2013-02-03 12:22:23
