       ,business_id            ,name                                           ,address                                          ,city               ,state ,postal_code ,latitude           ,longitude       ,stars ,review_count ,is_open ,attributes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,categories                                                                                                                                                                                                                                           ,hours
 81797 ,RpwDpXp1ioDO4tvxZsA_bg ,Delta Queen Port of Call - Restaurant & Lounge ,6035 2nd St                                      ,Kimmswick          ,FL    ,63053       ,38.3660002         ,-90.3637668     ,  3.0 ,          29 ,      0 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': 'False', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'True', 'CoatCheck': 'False', 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': 'False', 'DriveThru': None, 'GoodForDancing': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HairSpecializesIn': None, 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': True, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'NoiseLevel': ""u'quiet'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': ""u'outdoor'"", 'WheelchairAccessible': 'True', 'WiFi': ""u'no'""}"                                                                                                                                           ,"Lounges, American (Traditional), French, Nightlife, American (New), Bars, Restaurants"                                                                                                                                                              ,"{'Friday': '11:0-20:0', 'Monday': None, 'Saturday': '8:0-20:0', 'Sunday': '10:30-17:0', 'Thursday': '11:0-20:0', 'Tuesday': '11:0-16:0', 'Wednesday': '11:0-16:0'}"
 37357 ,j1_nIeHKYuCZ05_Y1XEqSw ,Beachside Taxi                                 ,310 S Canada St                                  ,Santa Barbara      ,PA    ,93103       ,34.422576          ,-119.670382     ,  2.0 ,           5 ,      1 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,"Airport Shuttles, Limos, Transportation, Taxis, Hotels & Travel"                                                                                                                                                                                    ,"{'Friday': '0:0-0:0', 'Monday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0'}"
  9955 ,9OOQl1J4OQF9k-eF3TK9gQ ,Firestone Complete Auto Care                   ,7129 Bakers Bridge Ave                           ,Brentwood          ,TN    ,37027       ,35.96266           ,-86.81672       ,  4.0 ,          12 ,      1 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': None, 'Ambience': None, 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': None, 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': None, 'ByAppointmentOnly': 'False', 'Caters': None, 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': None, 'GoodForMeal': None, 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': None, 'Music': None, 'NoiseLevel': None, 'Open24Hours': None, 'OutdoorSeating': None, 'RestaurantsAttire': None, 'RestaurantsCounterService': None, 'RestaurantsDelivery': None, 'RestaurantsGoodForGroups': None, 'RestaurantsPriceRange2': None, 'RestaurantsReservations': None, 'RestaurantsTableService': None, 'RestaurantsTakeOut': None, 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': None}"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,"Automotive, Auto Repair, Auto Parts & Supplies, Oil Change Stations, Tires"                                                                                                                                                                         ,"{'Friday': '7:0-16:0', 'Monday': '0:0-0:0', 'Saturday': '7:0-18:0', 'Sunday': '8:0-17:0', 'Thursday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0'}"
 96337 ,9lyYoyMZ7wqqMSaP05usSQ ,Aqua Salon                                     ,402 S 20th St                                    ,Philadelphia       ,LA    ,19146       ,39.9466324         ,-75.1748312     ,  5.0 ,          41 ,      1 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': None, 'Ambience': None, 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'Caters': None, 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': 'True', 'GoodForMeal': None, 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': None, 'Music': None, 'NoiseLevel': None, 'Open24Hours': None, 'OutdoorSeating': None, 'RestaurantsAttire': None, 'RestaurantsCounterService': None, 'RestaurantsDelivery': None, 'RestaurantsGoodForGroups': None, 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': None, 'RestaurantsTableService': None, 'RestaurantsTakeOut': None, 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': None}"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,"Hair Salons, Beauty & Spas"                                                                                                                                                                                                                         ,"{'Friday': '10:0-18:0', 'Monday': None, 'Saturday': '9:0-17:0', 'Sunday': None, 'Thursday': None, 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0'}"
132940 ,MFidfzESn-oER7ve9mTX0g ,The Great Wall                                 ,305 S Broadway                                   ,Camden             ,IN    ,08103       ,39.9413678         ,-75.119545      ,  4.5 ,           5 ,      1 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': None, 'Ambience': None, 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': None, 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': None, 'ByAppointmentOnly': None, 'Caters': None, 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': 'True', 'GoodForMeal': None, 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': None, 'Music': None, 'NoiseLevel': None, 'Open24Hours': None, 'OutdoorSeating': None, 'RestaurantsAttire': None, 'RestaurantsCounterService': None, 'RestaurantsDelivery': None, 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': None, 'RestaurantsReservations': 'False', 'RestaurantsTableService': None, 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': None}"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Restaurants                                                                                                                                                                                                                                          ,
146370 ,FmVJrQGXpW1RKdqItKjVYw ,Marshalls                                      ,1745 S Easton Rd                                 ,Doylestown         ,PA    ,18901       ,40.2731781836      ,-75.1266381892  ,  3.0 ,          15 ,      1 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': None, 'Ambience': None, 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': 'False', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': None, 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': None, 'GoodForMeal': None, 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': None, 'Music': None, 'NoiseLevel': None, 'Open24Hours': None, 'OutdoorSeating': None, 'RestaurantsAttire': None, 'RestaurantsCounterService': None, 'RestaurantsDelivery': None, 'RestaurantsGoodForGroups': None, 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': None, 'RestaurantsTableService': None, 'RestaurantsTakeOut': None, 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': None}"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,"Fashion, Department Stores, Shopping"                                                                                                                                                                                                               ,
115546 ,4MFIksBbFgsbVyqH9Tmoiw ,Pizzology Craft Pizza & Pub                    ,"608 Massachusetts Ave, Ste A"                   ,Indianapolis       ,AB    ,46204       ,39.7757298         ,-86.1482486     ,  3.5 ,         244 ,      0 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}"", 'BYOB': None, 'BYOBCorkage': None, 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'True', 'CoatCheck': 'False', 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': 'True', 'DriveThru': None, 'GoodForDancing': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HairSpecializesIn': None, 'HappyHour': 'False', 'HasTV': 'True', 'Music': ""{'dj': False}"", 'NoiseLevel': ""'average'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': ""u'no'"", 'WheelchairAccessible': 'True', 'WiFi': ""'free'""}"                                                                                                                                   ,"Italian, Cocktail Bars, Food, Nightlife, Bars, Wine Bars, Restaurants, Beer Bar, Pubs, Pizza, Soul Food"                                                                                                                                            ,"{'Friday': '11:0-23:0', 'Monday': '11:0-22:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0', 'Thursday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0'}"
 21077 ,ciujHNQg1PpOU6coUYwiUw ,Ferman Chrysler Jeep Dodge                     ,3939 US Hwy 19                                   ,New Port Richey    ,CA    ,34652       ,28.2203172         ,-82.7357978     ,  1.5 ,          10 ,      0 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,"Auto Repair, Car Dealers, Automotive"                                                                                                                                                                                                               ,
 65048 ,lyJGznk9M6BzCqzmGiWhag ,Franky & Johnny's                              ,321 Arabella St                                  ,New Orleans        ,PA    ,70115       ,29.9170033         ,-90.1189276     ,  3.5 ,          83 ,      0 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BYOB': None, 'BYOBCorkage': ""'yes_free'"", 'BestNights': None, 'BikeParking': None, 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'False', 'CoatCheck': None, 'Corkage': 'False', 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': 'True', 'Music': None, 'NoiseLevel': ""u'average'"", 'Open24Hours': None, 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': ""u'no'""}"                                                                                                                                                                                                                                                                                   ,"Local Flavor, Seafood, Restaurants"                                                                                                                                                                                                                 ,
 93635 ,4D-GG9h3jv1FJ3DJtHkzKg ,Isaak and Steves Pizza                         ,400 W Marshall St                                ,Norristown         ,TN    ,19401       ,40.1195392         ,-75.3484871     ,  3.5 ,          12 ,      1 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'none'"", 'Ambience': None, 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': None, 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': None, 'BusinessParking': None, 'ByAppointmentOnly': None, 'Caters': None, 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': None, 'GoodForMeal': None, 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': None, 'Music': None, 'NoiseLevel': None, 'Open24Hours': None, 'OutdoorSeating': None, 'RestaurantsAttire': None, 'RestaurantsCounterService': None, 'RestaurantsDelivery': None, 'RestaurantsGoodForGroups': None, 'RestaurantsPriceRange2': None, 'RestaurantsReservations': 'False', 'RestaurantsTableService': None, 'RestaurantsTakeOut': None, 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': None}"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,"Pizza, Restaurants"                                                                                                                                                                                                                                 ,
 94686 ,vkEZCNaUkbCINbizLKZg9Q ,Taco Bell                                      ,6599 N Illinois St.                              ,Fairview Heights   ,NJ    ,62208       ,38.59569           ,-89.98536       ,  3.0 ,          12 ,      1 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': 'False', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'False', 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': 'True', 'GoodForDancing': None, 'GoodForKids': 'True', 'GoodForMeal': None, 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': 'True', 'Music': None, 'NoiseLevel': ""u'loud'"", 'Open24Hours': None, 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': None, 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': None}"                                                                                                                                                                                                                                                                                                                                                                                                                   ,"Mexican, Breakfast & Brunch, Tex-Mex, Fast Food, Restaurants, Tacos"                                                                                                                                                                                ,"{'Friday': '7:0-0:0', 'Monday': '7:0-0:0', 'Saturday': '7:0-0:0', 'Sunday': '8:0-0:0', 'Thursday': '7:0-0:0', 'Tuesday': '7:0-0:0', 'Wednesday': '7:0-0:0'}"
 16230 ,jFAj4ZTHKukcEnFZXz2DiA ,Hip Hemp Cafe                                  ,607 S 7th St                                     ,Philadelphia       ,PA    ,19147       ,39.9419303         ,-75.1537505     ,  4.5 ,          11 ,      1 ,"{'AcceptsInsurance': 'False', 'AgesAllowed': None, 'Alcohol': None, 'Ambience': None, 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'False', 'BusinessParking': 'None', 'ByAppointmentOnly': 'False', 'Caters': 'False', 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': 'True', 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': None, 'GoodForMeal': None, 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': None, 'Music': None, 'NoiseLevel': None, 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': None, 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': None, 'RestaurantsPriceRange2': None, 'RestaurantsReservations': None, 'RestaurantsTableService': None, 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': 'False', 'WiFi': ""u'free'""}"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,"Health & Medical, Beauty & Spas, Massage Therapy, Doctors, Desserts, Restaurants, Naturopathic/Holistic, Internet Cafes, Massage, Food, Cafes, Coffee & Tea, Cannabis Dispensaries, Shopping, Vape Shops, Cannabis Clinics, Vitamins & Supplements" ,"{'Friday': '9:0-20:0', 'Monday': '9:0-20:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-17:0', 'Thursday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0'}"
105928 ,TGUMBrLiqZo73iNUlrMlfQ ,See's Candies                                  ,350 N Milwaukee St                               ,Boise              ,FL    ,83704       ,43.608501          ,-116.2774       ,  4.0 ,          11 ,      1 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': None, 'Ambience': None, 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': 'False', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': 'None', 'ByAppointmentOnly': None, 'Caters': 'False', 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': None, 'GoodForMeal': None, 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': None, 'Music': None, 'NoiseLevel': None, 'Open24Hours': None, 'OutdoorSeating': None, 'RestaurantsAttire': None, 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': None, 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': None, 'RestaurantsTableService': None, 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': 'True', 'WiFi': ""u'no'""}"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"Specialty Food, Shopping, Food, Chocolatiers & Shops, Gift Shops, Candy Stores, Flowers & Gifts"                                                                                                                                                    ,"{'Friday': '10:0-20:0', 'Monday': '0:0-0:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-19:0', 'Thursday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0'}"
136527 ,7oPfvsdBiXL10loCDzpMAw ,Audi Wesley Chapel                             ,2500 Lajuana Blvd                                ,Wesley Chapel      ,MO    ,33543       ,28.193166          ,-82.337273      ,  4.0 ,          22 ,      1 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': None, 'Ambience': None, 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': None, 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': None, 'ByAppointmentOnly': None, 'Caters': None, 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': None, 'GoodForMeal': None, 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': None, 'Music': None, 'NoiseLevel': None, 'Open24Hours': None, 'OutdoorSeating': None, 'RestaurantsAttire': None, 'RestaurantsCounterService': None, 'RestaurantsDelivery': None, 'RestaurantsGoodForGroups': None, 'RestaurantsPriceRange2': None, 'RestaurantsReservations': None, 'RestaurantsTableService': None, 'RestaurantsTakeOut': None, 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': ""u'free'""}"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,"Car Dealers, Automotive, Auto Parts & Supplies, Used Car Dealers, Auto Repair"                                                                                                                                                                      ,"{'Friday': '9:0-19:0', 'Monday': '0:0-0:0', 'Saturday': '9:0-18:0', 'Sunday': '11:0-16:0', 'Thursday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0'}"
 78721 ,5cVl0dGjJMayDToHfuxqLQ ,Revolve Clothing Exchange                      ,1620 E 7th Ave                                   ,Tampa              ,FL    ,33605       ,27.9603574411      ,-82.4409911051  ,  3.5 ,          34 ,      1 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': None, 'Ambience': None, 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': None, 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': None, 'GoodForMeal': None, 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': None, 'Music': None, 'NoiseLevel': None, 'Open24Hours': None, 'OutdoorSeating': None, 'RestaurantsAttire': None, 'RestaurantsCounterService': None, 'RestaurantsDelivery': None, 'RestaurantsGoodForGroups': None, 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': None, 'RestaurantsTableService': None, 'RestaurantsTakeOut': None, 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': None}"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,"Accessories, Shopping, Fashion, Used, Vintage & Consignment, Women's Clothing"                                                                                                                                                                      ,"{'Friday': '12:0-19:0', 'Monday': None, 'Saturday': '12:0-19:0', 'Sunday': '12:0-18:0', 'Thursday': '12:0-19:0', 'Tuesday': None, 'Wednesday': '12:0-19:0'}"
 49415 ,l0VtFt586iH7hnicfRUvCw ,Custom Renovations                             ,"230 Kings Hwy E, Ste 174"                       ,Haddonfield        ,PA    ,08033       ,39.913105011       ,-74.977394104   ,  3.0 ,           6 ,      1 ,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': None, 'Ambience': None, 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': None, 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': None, 'BusinessParking': None, 'ByAppointmentOnly': None, 'Caters': None, 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': None, 'GoodForMeal': None, 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': None, 'Music': None, 'NoiseLevel': None, 'Open24Hours': None, 'OutdoorSeating': None, 'RestaurantsAttire': None, 'RestaurantsCounterService': None, 'RestaurantsDelivery': None, 'RestaurantsGoodForGroups': None, 'RestaurantsPriceRange2': None, 'RestaurantsReservations': None, 'RestaurantsTableService': None, 'RestaurantsTakeOut': None, 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': None}"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,"Home Services, Contractors, Painters"                                                                                                                                                                                                               ,"{'Friday': '7:30-16:30', 'Monday': '7:30-16:30', 'Saturday': '8:0-16:0', 'Sunday': None, 'Thursday': '7:30-16:30', 'Tuesday': '7:30-16:30', 'Wednesday': '7:30-16:30'}"
 62113 ,6EnyXZs6wer2hPjGrrCc-w ,South Shore Dental Excellence                  ,"13145 Kings Lake Dr, Ste 105"                   ,Gibsonton          ,NJ    ,33534       ,27.7938418         ,-82.3728557     ,  4.0 ,          10 ,      1 ,"{'AcceptsInsurance': 'True', 'AgesAllowed': None, 'Alcohol': None, 'Ambience': None, 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': None, 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': None, 'ByAppointmentOnly': 'True', 'Caters': None, 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': None, 'GoodForMeal': None, 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': None, 'Music': None, 'NoiseLevel': None, 'Open24Hours': None, 'OutdoorSeating': None, 'RestaurantsAttire': None, 'RestaurantsCounterService': None, 'RestaurantsDelivery': None, 'RestaurantsGoodForGroups': None, 'RestaurantsPriceRange2': None, 'RestaurantsReservations': None, 'RestaurantsTableService': None, 'RestaurantsTakeOut': None, 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': None}"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,"General Dentistry, Dentists, Health & Medical, Cosmetic Dentists"                                                                                                                                                                                   ,"{'Friday': '7:0-19:0', 'Monday': '8:0-17:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0', 'Thursday': '8:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '8:0-18:0'}"
