,name,address,gmap_id,description,latitude,longitude,category,avg_rating,num_of_reviews,price,hours,MISC,state,relative_results,url
98217,FastPro Restoration,"FastPro Restoration, 456 Apple St, Pottstown, PA 19464",0x89c68767e85ec34d:0x57f89435e12bfc55,,40.2437383,-75.6429024,['Water damage restoration service' 'Fire damage restoration service'],3.6,7,,"[array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)]","{'Accessibility': None, 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': array(['Mask required', 'Staff wear masks',
       'Staff get temperature checks'], dtype=object), 'Highlights': None, 'Offerings': None, 'Payments': None, 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': array(['Onsite services'], dtype=object)}",Open 24 hours,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c68767e85ec34d:0x57f89435e12bfc55?authuser=-1&hl=en&gl=us
86304,Greyhound: Bus Stop,"Greyhound: Bus Stop, 2740 W Broadway St, Princeton, IN 47670",0x8871e147656f2b95:0xc0f5593f02f1d8ae,,38.3560318,-87.6055804,['Bus company'],4.3,7,,,"{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Highlights': None, 'Offerings': None, 'Payments': None, 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': None}",,"['0x8871bce5cf9db063:0x49a894174bf8a2fe'
 '0x8871e1bd646690b9:0xe1805e694edf7104'
 '0x8871e1b119d748c7:0xad7e4f6dd8ec47f6'
 '0x8871e16715e0c243:0x16ad13ed8760f268'
 '0x8871e07303c52085:0x6fbf4248e55aa77']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8871e147656f2b95:0xc0f5593f02f1d8ae?authuser=-1&hl=en&gl=us
184963,Rogers Pavement Maintenance,"Rogers Pavement Maintenance, 11061 Deerfield Rd, Blue Ash, OH 45242",0x884053fc58ce2ef9:0x12223be11a962d7,,39.2639583,-84.3615142,['Paving contractor' 'Asphalt contractor' 'Concrete contractor'],4.1,8,,"[array(['Tuesday', '8:30AM–4PM'], dtype=object)
 array(['Wednesday', '8:30AM–4PM'], dtype=object)
 array(['Thursday', '8:30AM–4PM'], dtype=object)
 array(['Friday', '8:30AM–4PM'], dtype=object)
 array(['Saturday', 'Closed'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '8:30AM–4PM'], dtype=object)]",,Closed ⋅ Opens 8:30AM Wed,"['0x88405191c1fc634d:0xb0445f4f90276129'
 '0x88405456029280e5:0xf8c2449e17ca055d'
 '0x88402d82804ae9cd:0xd40436a885310ff7'
 '0x88404d8da2b80c03:0x5d1a33a0845a20df']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x884053fc58ce2ef9:0x12223be11a962d7?authuser=-1&hl=en&gl=us
232833,Subway,"Subway, Adele Hall Campus, 2401 Gillham Rd, Kansas City, MO 64108",0x87c0f0136e7abf09:0x2527480aa1a813e9,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",39.0835304,-94.57711019999999,"['Sandwich shop' 'Caterer' 'Fast food restaurant' 'Takeout Restaurant'
 'Restaurant']",3.3,15,$,"[array(['Monday', '7AM–9PM'], dtype=object)
 array(['Tuesday', '7AM–9PM'], dtype=object)
 array(['Wednesday', '7AM–9PM'], dtype=object)
 array(['Thursday', '7AM–9PM'], dtype=object)
 array(['Friday', '7AM–9PM'], dtype=object)
 array(['Saturday', '7AM–6PM'], dtype=object)
 array(['Sunday', '7AM–6PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': array(['Good for kids'], dtype=object), 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': array(['Tourists'], dtype=object), 'Dining options': array(['Lunch', 'Catering'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Highlights': None, 'Offerings': array(['Healthy options', ""Kids' menu"", 'Quick bite',
       'Vegetarian options'], dtype=object), 'Payments': array(['Debit cards', 'NFC mobile payments'], dtype=object), 'Planning': None, 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Takeout', 'Dine-in'], dtype=object)}",Closed ⋅ Opens 7AM,"['0x87c0f018068b92b3:0x6cbe2d9eee54b58d'
 '0x87c0f05dff9c618b:0xf006126f7197024c'
 '0x87c0f0157906dcad:0xd9b71763ad6d5e47']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x87c0f0136e7abf09:0x2527480aa1a813e9?authuser=-1&hl=en&gl=us
74667,Cait Photo,,0x80dce63d727b036b:0x94b8caa0c1b9fee6,,45.597767,-127.2696988,['Wedding photographer' 'Service establishment'],5.0,38,,"[array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)]",,Open 24 hours,"['0x80dce5ff264255bb:0x157c56c541cdef32'
 '0x80dce6757abf748d:0x53f567be5d5c8e35'
 '0x808fec6df5b6b105:0x5c85c708903cec01'
 '0x80dce5fd751e3b19:0xa35e52dc7b5c0747'
 '0x80dce5a4b8410a43:0x70e301de0e9d7412']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dce63d727b036b:0x94b8caa0c1b9fee6?authuser=-1&hl=en&gl=us
194538,Tequila Cantina,"Tequila Cantina, 16 A St NE, Miami, OK 74354",0x87c817eb3bc526ad:0xa53152d63456dac1,,36.8749283,-94.8762776,['Bar'],4.5,6,,"[array(['Tuesday', '3PM–2AM'], dtype=object)
 array(['Wednesday', '3PM–2AM'], dtype=object)
 array(['Thursday', '3PM–2AM'], dtype=object)
 array(['Friday', '3PM–2AM'], dtype=object)
 array(['Saturday', '3PM–2AM'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '3PM–2AM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance', 'Wheelchair accessible restroom'],
      dtype=object), 'Activities': None, 'Amenities': array(['Restroom'], dtype=object), 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': array(['Groups'], dtype=object), 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Highlights': array(['Bar games', 'Fast service', 'Great beer selection',
       'Great cocktails', 'Live music', 'Live performances'], dtype=object), 'Offerings': array(['Beer', 'Cocktails', 'Happy hour drinks', 'Hard liquor', 'Wine'],
      dtype=object), 'Payments': array(['Debit cards'], dtype=object), 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': array(['Dine-in'], dtype=object)}",Permanently closed,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87c817eb3bc526ad:0xa53152d63456dac1?authuser=-1&hl=en&gl=us
38752,Cuttalossa & Co,"Cuttalossa & Co, 47 N 2nd St, Philadelphia, PA 19106",0x89c6c885d9df135d:0x39f3da978237032c,,39.9512022,-75.1431568,['Boutique'],5.0,4,,"[array(['Wednesday', 'Closed'], dtype=object)
 array(['Thursday', '12–6PM'], dtype=object)
 array(['Friday', '12–6PM'], dtype=object)
 array(['Saturday', '10AM–6PM'], dtype=object)
 array(['Sunday', '11AM–5PM'], dtype=object)
 array(['Monday', 'Closed'], dtype=object)
 array(['Tuesday', 'Closed'], dtype=object)]","{'Accessibility': None, 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Highlights': array(['LGBTQ friendly', 'Transgender safespace'], dtype=object), 'Offerings': None, 'Payments': array(['Debit cards'], dtype=object), 'Planning': array(['Quick visit'], dtype=object), 'Popular for': None, 'Recycling': None, 'Service options': array(['In-store shopping', 'Same-day delivery'], dtype=object)}",Closed ⋅ Opens 12PM Thu,"['0x89c6c8864e401383:0x535a77585cc1eff0'
 '0x89c6c885d69d67dd:0xf20422da0c9e15a4']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c6c885d9df135d:0x39f3da978237032c?authuser=-1&hl=en&gl=us
193287,Ferguson Plumbing Supply,"Ferguson Plumbing Supply, 1122 S Main St, Lexington, NC 27292",0x885399db0072b5d5:0xc57ce93383874dbb,"Wholesale distributor of plumbing, HVAC, waterworks, fire protection & facility supplies since 1953.",35.8109429,-80.26835,"['Plumbing supply store' 'Bathroom supply store'
 'Industrial equipment supplier' 'Pipe supplier']",4.5,8,$$,"[array(['Tuesday', '8AM–5PM'], dtype=object)
 array(['Wednesday', '8AM–5PM'], dtype=object)
 array(['Thursday', '8AM–5PM'], dtype=object)
 array(['Friday', '8AM–5PM'], dtype=object)
 array(['Saturday', 'Closed'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '8AM–5PM'], dtype=object)]","{'Accessibility': None, 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': array(['Appointment required', 'Mask required', 'Staff wear masks',
       'Staff get temperature checks'], dtype=object), 'Highlights': None, 'Offerings': array(['Service guarantee'], dtype=object), 'Payments': None, 'Planning': array(['Quick visit'], dtype=object), 'Popular for': None, 'Recycling': None, 'Service options': array(['Curbside pickup', 'Delivery', 'In-store pickup',
       'In-store shopping'], dtype=object)}",Open ⋅ Closes 5PM,"['0x8853f40637852d45:0x3695be1e99dbda10'
 '0x88538b40189fe7c7:0x5960bd9dcb35e9dc'
 '0x885399caa4b398db:0x1afbeb361ecccb9'
 '0x8853f2deffb71dc3:0x69462a0a15069de5'
 '0x8853b04a7cad5ddb:0xddd61a732fca896e']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x885399db0072b5d5:0xc57ce93383874dbb?authuser=-1&hl=en&gl=us
93053,Snively Tim,"Snively Tim, 129 W Sunbridge Dr, Fayetteville, AR 72703",0x87c96eaec4c902bb:0x62b13a70a1e60733,,36.097615499999996,-94.1593906,['Attorney'],4.6,8,,,"{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Highlights': None, 'Offerings': None, 'Payments': None, 'Planning': array(['Appointments recommended'], dtype=object), 'Popular for': None, 'Recycling': None, 'Service options': None}",,"['0x87c96eaf2199897b:0xf1a87f31e2146318'
 '0x87c96ed6d3f42925:0x3d8b9ac2dee3c5b1'
 '0x87c96eb2582e4e77:0xca08876c1272cafc'
 '0x87c96c7618e83b25:0x1cc54c85e700c954'
 '0x87c96eb3c2c5d3a5:0x80cbb9e8f668ba14']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x87c96eaec4c902bb:0x62b13a70a1e60733?authuser=-1&hl=en&gl=us
112841,Adapt Texas,"Adapt Texas, 1305 W Jefferson St, Waxahachie, TX 75165",0x864eef1d94363563:0x2fae1d2ece538400,,32.3946174,-96.86350159999999,['Doctor'],3.3,3,,"[array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '8:30AM–5PM'], dtype=object)
 array(['Tuesday', '8:30AM–5PM'], dtype=object)
 array(['Wednesday', '8:30AM–7PM'], dtype=object)
 array(['Thursday', '8:30AM–5PM'], dtype=object)
 array(['Friday', 'Closed'], dtype=object)
 array(['Saturday', 'Closed'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Highlights': None, 'Offerings': None, 'Payments': None, 'Planning': array(['Appointments recommended'], dtype=object), 'Popular for': None, 'Recycling': None, 'Service options': None}",Closed ⋅ Opens 8:30AM Mon,"['0x864eef237cac9257:0x4ad87a538fcf5e5'
 '0x864e9c015359d2ef:0xd55dd208db94ba63'
 '0x864eef1d94363563:0x4577be0f333ff569'
 '0x864f2c73f130cc4f:0xb868f20208ae862b']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x864eef1d94363563:0x2fae1d2ece538400?authuser=-1&hl=en&gl=us
102878,Jefferson Regional Wound Care,"Jefferson Regional Wound Care, 575 Coal Valley Rd, Clairton, PA 15025",0x8834fad8a375b5c3:0x4a42367bd7ce4701,,40.317899499999996,-79.93246049999999,['Medical clinic'],5.0,2,,,"{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Highlights': None, 'Offerings': None, 'Payments': None, 'Planning': array(['Appointments recommended'], dtype=object), 'Popular for': None, 'Recycling': None, 'Service options': None}",,"['0x8834f78e4f6a9b3b:0x2440db0594a3f330'
 '0x8834f5eabdd18a1f:0x7bf3b78e1362471c'
 '0x8834f22a5c80d7c9:0xd2ebe49c7cf53ea1'
 '0x88351d527ed435ef:0x288737e246474e4e'
 '0x8834880598bacbf9:0x5c6829b9577f5171']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8834fad8a375b5c3:0x4a42367bd7ce4701?authuser=-1&hl=en&gl=us
115793,Camel Rock Construction,"Camel Rock Construction, 661 Kahlstrom Ave, Trinidad, CA 95570",0x54d143e5ada95051:0xce684ab48cd4184f,,41.036418499999996,-124.1113512,['Construction company'],5.0,1,,,,,"['0x54d15a58b5ee4e1f:0xb19e8a90885356b5'
 '0x54d143e099f3dcc9:0xfb823db11fdabcfe'
 '0x54d159078b7c736f:0x86385e5311dc8b90'
 '0x54d157aad94c5209:0x55cb1eb6af02768f']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x54d143e5ada95051:0xce684ab48cd4184f?authuser=-1&hl=en&gl=us
170743,"Caron Koteles Riha - #1 Associate Broker, Real Estate One Agent","Caron Koteles Riha - #1 Associate Broker, Real Estate One Agent, 1002 N Main St, Rochester, MI 48307",0x8824e9a54ed1b92b:0x8a33ce1646bf8d60,,42.6878417,-83.1336968,['Real estate agency'],5.0,8,,"[array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Highlights': None, 'Offerings': None, 'Payments': None, 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': None}",Open 24 hours,"['0x8824e9a54ed1b92b:0x333e7e7dc1e2c248'
 '0x8824e9ba3d9634f7:0x152636b884f9fb83'
 '0x8824c3ee40852099:0x72449872e980c3b6'
 '0x8824e9a54ecfffff:0xd7a7112679fdfc74'
 '0x8824e9d487771597:0x22ad59b9b865b6f7']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8824e9a54ed1b92b:0x8a33ce1646bf8d60?authuser=-1&hl=en&gl=us
129950,Malik Cell phone Repair,"Malik Cell phone Repair, 3038 N Fry Rd suite b, Katy, TX 77449",0x8640d9fc21b504bf:0x6ded89ac55372408,,29.813416,-95.720157,"['Mobile phone repair shop' 'Cell phone accessory store'
 'Cell phone store' 'Computer repair service' 'Repair service']",4.9,138,,"[array(['Saturday', '10AM–5:30PM'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '10AM–7PM'], dtype=object)
 array(['Tuesday', '10AM–7PM'], dtype=object)
 array(['Wednesday', '10AM–7PM'], dtype=object)
 array(['Thursday', '10AM–7PM'], dtype=object)
 array(['Friday', '10AM–7PM'], dtype=object)]",,Closed ⋅ Opens 10AM,"['0x8641276499f84bc9:0x1ac1768d71da4d39'
 '0x8640d993d7314935:0xd2f319fa062eb7d6'
 '0x8640d7e28f0c49e9:0x80ac8665a8ac6dbe'
 '0x8640d9f55951b8b7:0x1117436a68e2f3e6']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8640d9fc21b504bf:0x6ded89ac55372408?authuser=-1&hl=en&gl=us
197339,Piedmont Plumbing & Drain Cleaning,,0x8853097ecc3dbf63:0x4ead299688a02d6a,,36.0231804,-79.922941,['Plumber' 'Service establishment'],4.8,18,,"[array(['Tuesday', '8AM–4PM'], dtype=object)
 array(['Wednesday', '8AM–4PM'], dtype=object)
 array(['Thursday', '8AM–4PM'], dtype=object)
 array(['Friday', '8AM–4PM'], dtype=object)
 array(['Saturday', 'Closed'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', 'Closed'], dtype=object)]",,Open ⋅ Closes 4PM,"['0x88530e77eae2d4a1:0x1645edb7140e4be8'
 '0x885309982f512cef:0xa89f70c3cb0f58a8'
 '0x8853095fcf93ec43:0x81ead5c5e73c2e8d'
 '0x88530616fe4ae369:0x629574e43991558b'
 '0x885375354b85704d:0xfa085070a9cd04c3']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8853097ecc3dbf63:0x4ead299688a02d6a?authuser=-1&hl=en&gl=us
127691,T&E Repair | iPhone Repair | iPad | Tablet | Computer | Android |,"T&E Repair | iPhone Repair | iPad | Tablet | Computer | Android |, 4220 W Northern Ave Suite 102, Phoenix, AZ 85051",0x872b6b006329c839:0xdb73962e66393ff5,,33.553366499999996,-112.1499808,"['Mobile phone repair shop' 'Cell phone accessory store'
 'Cell phone store' 'Computer repair service' 'Computer service'
 'Phone repair service']",4.9,128,,"[array(['Saturday', '9AM–7PM'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', 'Closed'], dtype=object)
 array(['Tuesday', '9AM–7PM'], dtype=object)
 array(['Wednesday', '9AM–7PM'], dtype=object)
 array(['Thursday', '9AM–7PM'], dtype=object)
 array(['Friday', '9AM–7PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Highlights': None, 'Offerings': None, 'Payments': None, 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': None}",Closed ⋅ Opens 9AM,"['0x872b6ca2e67d7429:0x3635757ca226607e'
 '0x872b6c5ee457a263:0xb86cc7b2d5e6f844'
 '0x872b6bbd7090b9ab:0x471953def8c48a82'
 '0x872b15176c225e99:0x4336866138b75cbf']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x872b6b006329c839:0xdb73962e66393ff5?authuser=-1&hl=en&gl=us
13629,Holmes County Chamber of Commerce,"Holmes County Chamber of Commerce, 106 E Byrd Ave, Bonifay, FL 32425",0x8893ab7be39145c3:0x2c281783fd0b0ff5,,30.7841594,-85.67858439999999,['Chamber of Commerce'],5.0,2,,"[array(['Wednesday', '8:30AM–2:30PM'], dtype=object)
 array(['Thursday', '8:30AM–2:30PM'], dtype=object)
 array(['Friday', '8:30AM–2:30PM'], dtype=object)
 array(['Saturday', 'Closed'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '8:30AM–2:30AM'], dtype=object)
 array(['Tuesday', '8:30AM–2:30AM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Highlights': None, 'Offerings': None, 'Payments': None, 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': None}",Open ⋅ Closes 2:30PM,"['0x889301989b4a1c67:0x34f60a6f89bf5abf'
 '0x8893ab7bd198644f:0x50ba7cd6296e7512'
 '0x889320597da5a293:0xb7f7252d729a8ce4'
 '0x8893ab0169d10d5f:0x9cb66e126d0a6afb'
 '0x8893ab639a4c951d:0xe240ce5cd6f1104a']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8893ab7be39145c3:0x2c281783fd0b0ff5?authuser=-1&hl=en&gl=us
191925,CGL TAX SERVICES,"CGL TAX SERVICES, 5280 S Eastern Ave # C2, Las Vegas, NV 89119",0x80c8c53c1e1848a7:0xaa784aebe586b5e7,,36.0932488,-115.11840199999999,['Corporate office'],5.0,5,,"[array(['Tuesday', '10AM–9PM'], dtype=object)
 array(['Wednesday', '10AM–9PM'], dtype=object)
 array(['Thursday', '10AM–9PM'], dtype=object)
 array(['Friday', '10AM–9PM'], dtype=object)
 array(['Saturday', '10AM–9PM'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '10AM–9PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Highlights': None, 'Offerings': None, 'Payments': None, 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': None}",Open ⋅ Closes 9PM,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c53c1e1848a7:0xaa784aebe586b5e7?authuser=-1&hl=en&gl=us
83222,Paleteria La Super,"Paleteria La Super, 3439 Banning St, Dallas, TX 75233",0x864e9a7df58ae3bb:0xbdaad497bc38108b,,32.7168704,-96.8780172,['Mexican restaurant'],4.6,16,,"[array(['Monday', '10AM–9PM'], dtype=object)
 array(['Tuesday', '10AM–9PM'], dtype=object)
 array(['Wednesday', '10AM–9PM'], dtype=object)
 array(['Thursday', '10AM–9PM'], dtype=object)
 array(['Friday', '10AM–9PM'], dtype=object)
 array(['Saturday', '10AM–9PM'], dtype=object)
 array(['Sunday', '10AM–9PM'], dtype=object)]","{'Accessibility': None, 'Activities': None, 'Amenities': array(['Good for kids'], dtype=object), 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': array(['Groups'], dtype=object), 'Dining options': array(['Dessert'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Highlights': array(['Great dessert'], dtype=object), 'Offerings': array(['Comfort food', 'Quick bite', 'Small plates'], dtype=object), 'Payments': None, 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': array(['Takeout', 'Dine-in', 'Delivery'], dtype=object)}",Open ⋅ Closes 9PM,"['0x864e999764d339d1:0xee8c1b0ad4e2e0c8'
 '0x864e9a229cfac293:0x9577c3834bca2194'
 '0x864e9dda0b2290e5:0x1b897e89d8df5067'
 '0x864e9a3e1a719401:0xd2790c9e2a6dc839'
 '0x864e85cc38b9c59b:0x78f7a364d28e2a50']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x864e9a7df58ae3bb:0xbdaad497bc38108b?authuser=-1&hl=en&gl=us
209018,DC Electric LLP,"DC Electric LLP, E Michigan Ave, Marshall, MI 49068",0x8817e379f100cc2f:0xfdaf6fddd8235c01,,42.2720576,-84.96379879999999,['Electrician'],4.8,16,,"[array(['Tuesday', '9AM–5PM'], dtype=object)
 array(['Wednesday', '9AM–5PM'], dtype=object)
 array(['Thursday', '9AM–5PM'], dtype=object)
 array(['Friday', '9AM–5PM'], dtype=object)
 array(['Saturday', 'Closed'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '9AM–5PM'], dtype=object)]",,Closed ⋅ Opens 9AM,"['0x8817e2c7b44b2129:0x6e305f084f365460'
 '0x8817fe81c7ba3645:0xde8be1325fd5854f'
 '0x883d56391128e18f:0x494cf88ae58e6a41'
 '0x8817e296230ec1af:0xd18c4f76d8c35a85'
 '0x883d6f78c312438f:0x8073874aae4c0c74']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8817e379f100cc2f:0xfdaf6fddd8235c01?authuser=-1&hl=en&gl=us
121976,las vegas aikikai,"las vegas aikikai, 3130 McLeod Dr, Las Vegas, NV 89121",0x80c8c4c67c1ccad1:0xe28f8dad578d7ec6,,36.1326968,-115.1085463,['Aikido school'],5.0,2,,"[array(['Saturday', 'Closed'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', 'Closed'], dtype=object)
 array(['Tuesday', '6–7PM'], dtype=object)
 array(['Wednesday', 'Closed'], dtype=object)
 array(['Thursday', '6–7PM'], dtype=object)
 array(['Friday', 'Closed'], dtype=object)]",,Permanently closed,"['0x80c8c55f551a827f:0xd5e481e1bb20bd70'
 '0x80c8ce132f25eb11:0x2f8a039c746f483c'
 '0x80c8eae4ecc1223b:0xdc238fa4e054f8c8'
 '0x80c8d12a5b3d63cf:0xbe806419a926041a'
 '0x80c8c5e15557c8a3:0xd7b841585ffc8bb1']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c4c67c1ccad1:0xe28f8dad578d7ec6?authuser=-1&hl=en&gl=us
192026,"SES Mid Atlantic, LLC","SES Mid Atlantic, LLC, 9251 Industrial Ct #101, Manassas, VA 20109",0x89b65d9350948497:0x74189ef4fe781b87,,38.756856,-77.545906,"['Environmental consultant' 'Construction company' 'Engineer'
 'Septic system service' 'Water testing service']",4.1,68,,"[array(['Tuesday', '7:30AM–4PM'], dtype=object)
 array(['Wednesday', '7:30AM–4PM'], dtype=object)
 array(['Thursday', '7:30AM–4PM'], dtype=object)
 array(['Friday', '7:30AM–4PM'], dtype=object)
 array(['Saturday', 'Closed'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '7:30AM–4PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': array(['Appointment required', 'Mask required', 'Staff wear masks',
       'Staff get temperature checks',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': None, 'Offerings': None, 'Payments': None, 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': array(['Onsite services', 'Online appointments'], dtype=object)}",Closes soon ⋅ 4PM ⋅ Opens 7:30AM Wed,"['0x89b65e0859339beb:0xf5dda5fdb7bb6ad4'
 '0x89b65dbf6d778441:0x934df8447c19d5b5'
 '0x89b66791f18286f5:0x73e33b3a8b1815f4'
 '0x89b65dbfbe2fe5a7:0xcb6d4e89da796dbf']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89b65d9350948497:0x74189ef4fe781b87?authuser=-1&hl=en&gl=us
