,user_id,name,review_count,yelping_since,useful,funny,cool,elite,friends,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
477904,JnWln4mSsYY_8uSaLKlGRw,Victoria,1,2013-08-20 00:57:28,1,0,0,,"ozk9peepfwQ-EA-plA3xyg, ntiMxD0eb6XlRHZda61LLg, jIyQfVcVX8iQXwID9eH9eg, HpYTQGx_aOEG1hqniUNoBQ, 9IJTdNOg4OLmnpe1Hpdf1Q, 9JC-S5S1ScAyJ3SatFh3bg, cWlJZv0fuXDIqG5lCWub8A, JTE2WTAp4MGvKk_IZDCYFw, ZHocRl91vCk1PoD4_JFkHQ, vY0ErUGCfbJUAydcXjp4vw, GNvLA0YkZ43YKu1Tew0CsA, Do75lI1rd1zPX7pDIaJUhw, wpEjfWl_KB14schb61lOjQ, dD6jXCyzzuE4gyYMsdIyqg, hRzPTFKZnyhzqiPlWDJmUQ, nbTaBEGNzDtlkEGbMiVaGw, 7zFClwM0JVhrX_XakifsXQ, hplGT80BsSHyyMNY3FszuQ, 46e5LcODI027Mb8DATuPGA, RfYqJsGKTEXyGmxP9QdUHg, mr_IeTt2omsUqovTkttEHg, -T_ykaACYmGn7IFW7RDMTA, aZKTyZm75zz2Wpl3SKLbXw, UqoPiLYcvpIndMc2qifiPg, 7GqSKQ0ssnEkkyGeyOprAg, p6G6JDrVA6gATMS6JbSeTw, VWBuUESs2nDsqUdCMYZv5Q, jnUwgwgaT58PRLg6HOLilQ, MLTTom2k2F92KXCbI8jyOQ, kDxmPu6E-qH5sU6wcqFN2g, AQxEzeDudTp0tuL3BUTVHQ, Tw28psAekJkzgxSav3_Adw, y_9aclt0qW3bgktJrSt_Dg, ltOM_LdY-u73BVFoAr-PqA, bkrihhGm5ScqdecF3t_ghw, HyFsIGENFQpyFrBS1ULLXQ, YF19IVLKdxXjNKLbZQx3Mw, LvkZ_k3d6FxCcr6yaBNN_w, q3CyO22nf4_BmesdVPM5cQ, v8wJxqHzNFvo1jHG6JUHSA, GDmNt4xuOYJ1fitnoNZ8Ig, LqJqYN3YZbW40huRlNlefQ, WKfcfLPOKdibvhQad17kIw, ci6efpCGsLmMYLvbcqmIJQ, DB8u6zYLtI-NZuaPKAdkeg, Nhk9KAdabcPAWtDoYJvf7Q, lWN83czXMqyMpquJ3fO-pw, 3QDw3c6VJmmEnJXafJyjQA, 4ubNvpmQlBsLqNGC9tvCsw, n-2pTEyQIjB65K7sAJfOtg, yjE8qY8bHT5CieAkiTrMew, DXDw9LvWqZ7QF5OH92nLWw, qhFt59d_zYFfVBysBriQYA, 1hs2xDTEO-JreungOopLMA, Uy7zfB0shb-tY5ZvqIjASQ, xQeytZKS5RPHXvWJyAocDQ, KD9DabGi1llKvVQ6yvzICA, l5e5zobQhfNHgZ-YzezhMA, LFex4LbQxQewGwk92k3uSw, 1R2XIxPcjg21D__3YJDOJQ, rmsKpMVYtJD8LoLlKufV_Q, XN93BVNw4jALvv8mbWaiYg, RRS8ECK9gnt04bBfPc-ecA, 3iPLGm61q45bisJlfXkOAw, gSNuDJlJBE7x9ltS1KUtrw, pMFO8A-50cUpz0_oTGRqug, ZdB5kxGN-Gg7z5Davz1mKg, f3pemH02upGqVikMk9Z4uQ, tPQN1Eu696cUQqsUkWNU5Q, nx3fPbiRO5LPSm5syl1MoA, aiTEV7iiEfoZOKzbGTUAAQ, TxWqk2Zd6a1WNEALpc-uBA, uOu8v0GwRcvuOP9CR_vnSw, dDn_NVOQh9F-t153S035Ew, 8DRYrHc30Npi2-Tbjq92MQ, J2F30mP3iLo3ra71QJtUpw, 511lVV_NQmwkQuNK5vlPzQ, HzqBHpC8RSUXOd7GgFhBeQ, s2gD2239euE_9PXLJwqPoA, hEkbGoT0IqbrUeU50BmlOA, c2GPP7SOcoEADo1pUkapRQ, C8dYiSD3OXmoTg4GI--wjA, oph50074nAdWJvpf0vvS1g, ZpUINsxu6cpEKFkYInR10w, nwR4JAakKO5giruw4Oykuw, ttXDK5ucoxjeU0ZX9l5ADw, pJwJUJ3wW49Z3ZoGYGsDjA",0,2.0,0,0,0,0,0,0,0,0,0,0,0
527668,1EMLnTbeAJ4w3K2oEbbS3w,Richard,3,2017-06-27 19:12:05,1,0,0,,None,0,5.0,0,0,0,0,0,0,0,0,0,0,0
1978220,y9SctlGDvq3l9QC6nz6V0g,Keyen,1,2016-04-22 14:11:35,2,0,0,,None,0,1.0,0,0,0,0,0,0,0,0,0,0,0
1998438,UGzDsTYVhJU8HjQ3OFMrCA,Andree,109,2009-12-28 00:01:49,178,61,42,"2010,2011","SaAA3Q_cAsfXHDOORl4Xqg, 2jHXlagPsLtmRi4Nsr49LA, pO92C2rUJRfk1wI418I2mg, LbtFyFzsdt-d2XDlIGVsaQ, CNUOd9Xd8jmXrsioD1vwCg, S9WWOTl_TBaG36X66qEDMA, QYNM84L6WDLNOt2qlKduiQ, F9y9zLjkTdYSuTqpETfNFQ, -fl_0Oi5chS2ymwaL34pjQ, 4dSjWYWM9sTXaTF-25nnSQ, HstoegNPE_8szWjd1smV2g, v6siiCS_MjK2u2LvYXistA, BMXQCHvbdEgAKxvNC5H78Q, L0R4WiPddx8KX6OEdZzx5Q, OBDginFgpJ1Ii0hFP45c3Q, Lr_v5mDFXP05_snYJhCahw, GUGiFNuNLB_vNrFr8k_LkA, vyAFX_qnyB9bqbSHqJhAdw, hBCIfiXSGZV9I0_4zdZyzQ, _4SoSOIMyv1Qwtnm6JyZug, 3zxy3LVBV3ttxoYbY4rQ8A, BIyo1Hf23H6EIujLSYzw2g, yHZ_uiA77ZLaJV6Fp9M0qA, QRfVV7VuY-ElhZbR0eZWBg, ZXJu5eYUyOZUYiW-uh48SA, 9TFT9aqHmXPKIatP_Za-DA, Yl49udA0AG_bkw0AbDL5vA, C0m91suij9CJED7B990EBA, p5GuoEFC8ArUS1aFB_i0ag",5,3.56,1,3,0,1,0,7,3,3,3,2,1
1131165,LFT0XoddyJUxHWrI6aGE3g,Beth,7,2014-10-23 00:51:39,6,0,0,,None,0,2.43,0,0,0,0,0,0,0,0,0,0,0
1791309,fZTRNGZyQAywnH1Lk-DpwQ,Mike,46,2009-11-02 20:40:57,125,11,23,,"wZZO67Gn5OuJuAgW0vUyrw, ZmzVeaRa_UgOR0S-4tiQ7A, U9U39aLjtIb-LE2G2NXuPA, 458RUDh5jdOHq8mVaCCNXQ, S_1peV9wrGNYPNGcf1mGww",69,2.02,0,0,0,0,0,1,1,1,1,0,0
66479,xF5yDvjgWCKicZPKeU6XPg,Rick,176,2007-02-10 08:59:55,104,30,27,,"kVN5jnw4TivmFdRSu_xuoA, MRGmgHkPAchpneaond7vuQ, Pn7isO6sB4-J8PYWfxbiRg",3,4.17,0,1,0,0,0,3,0,2,2,0,0
1599374,6O-W_0mvHtq1fBnZ4bJNUw,Heather,2,2011-07-12 22:31:20,1,0,0,,"CKR9w5KW70WEP8gkeYE2Lw, rgoMX4o67BUBS1Gg-GYcQg, xVXKCV5w8vwYUdcrwPfS2g, ItZAVQ0YONnEE6Dr0rcXlg, tFx4HOMVgo4eLlECPAcOcQ, _8Nwxk4X7SC78IaMuOY5VQ, YG_DctmkPE8JIDCz15KiZw, SAT103aJzBlNwAUHAkgvng",0,3.0,0,0,0,0,0,0,1,0,0,0,0
1625000,LgACE8C6TmiBGryNyvuz8Q,John,7,2016-04-22 20:15:42,11,1,2,,"op1cOlLjxpLBz1995x43Cw, Qk6UorcF1ndRVANeteoAOw, Cg0eUmtWMb8is7B9mhcBRg, D99JP5X8UZ2JazW9bycZuQ, _dvfCmeKRr1GFAPL7iQOyg, AdaJtT7020HlBT5vXBaVIg, 0moSO4Kw5htyJCtFUKUs2w, FZD76l8tf6Y3LfHLjvjJig, s4BDGCAWM6R4u71T4Q_qlw, WszBK-gtWIw-ecej5b_5ag, ilUV00lXKZprPuJ1vI_9Wg, APv7CSVcEiFJO0x6lluEgQ, BLwtkTwDZO2USbVohkACyw, PDuPXvdak1_uNj_NhwZKow, hsn1EEut0MTUe8tiwNthhQ, 9Fh2-YCoLEVYlcQM3w-j9w, wpx3nqK746WeMGoQ65snGg, YSbpDBkneI5xSGiR17iczQ, NWn9peF7gVad8E0QFIyCWA, zBHHKkaawD0VTlTenRTVKw, 7BRFUOH4Gus4wmykkKhbEg, RZL6KNssFay6dfJcHzPWwQ, 7DiUkC6DYjYOMfwcwxcM5w, PgIvwStef7-CSb-2tDtc_A, HvbC5YEyui5yiKJWYJVM0A, 19LxIe1sVxts3yJtWfUAmg, LdE5WWkT4zNkQaPB1sCucg, jAXefJfAHfdOKXBQU99LXQ, l_DogI311bjv0uhBKM-fMQ, ff7NlzFehYnGOXHWj9TKrA, c5V7QLqNia8xqt4UPx3ZPg, _fGX7edTDcuCtniy46LY-Q, TWu-5QTwK7sajgAJGLGoFA, rk95WE2Eawo44d_SoBfexw, Bac22maKhetYbmq5BL5XiA, jddzMNk5_9XYi3orckcQQg, bEUMUSlz2b0TJaB_ZgQuWw, g95uk3m36Iz7rWzcZQGn8A, WuqxWXHS9hQx-lOcNlVVTg, lV6laZgrXjAyDL1RgY7Whw, eq-2I2k7MCoj8OFw-mghqA, a7yQlzVrLrWGYbWO4SAZTw, uvLIRcTl3pTNvoakWHRXRg, SmJiP0zRB95bDAAce162-Q, jQRlbaHnpTdnE9X549qAWw, esK1XpO3cvnYasnsk4sKLA, YI3FGXz_Sdhv76NteY_0bQ, gnUp3Z8Qfkc3pPSNojhUqw, dsYzJMBwpPZ79F7midTwjw, 36We-lW_i6utiLTO6X1pUg, _u7IXK6tcaM2OuAjnsb3Jw, 5jfKRhgwYuKZq9FfRfkvxQ, EEzlNt4eNSoNN6S4OIaIzA, DRRrvrNLpROMlWlB32oeVw, Rdh6qJK9_gxDpyFcpNGvAA, 13LrHCek-8ZOGq1NBvIzOA, 2lZKfSzM5-7jwz6Z0k_ztQ, IB1mvjGoKr-Yc7nAqCRM2w, u88OMFo9yuWMjO6w95uL_A, vjBej8GPsJbIP0W8Uoc4cA, UdYQxiQSIm7MsvsofrFSYQ, eBnvaX7oJY1muZIjzkbh_g, T46o_YZs4qJde7QUyqUW2Q, uHIGxKbLa5gVLj1Te94Fqw, RcaiWlEiigUpthrAYcnqDA, er1d58djmb5gQtuE2oXUUg, elrtNqyA1W7qSkGh8IJuNQ, h4N_VFnbGFq1Rqa0pHEgXQ, Ykfw7fp7uAeTEfvXdmCu3Q, LBLbgjb0hu-ahzcRPsDq7g, Mo1zlzPLJGuQfFt-0_pKrQ, oQGJA2odaNU0WdY5jYok2g, bXllIAY5Ff3x_5n6FtxD6g, ycx-A7Sfmj8bRqaJj8YCkg, tOZ7HAPm5xZv6DyqOJMaVw, tMo7NB7hYipeTwi07T4hvA, E3c1MdjxZXgRWpPxqMxJAg, uBu8gDJ41PGSuIG-6Q6J0g, WDdgEJyHtSU_OKaCDELW4Q, 6H5MBC8Oq_ra9H6PaVSfBQ, Ce0YDvI8n1J4B2eRtA6LTQ, ThCLv_zi_Xts8KScNdswFw, m8bNDSk6Enyc8rIbnZwrgg, 4TQYn3ATNDWbdg6TcdYzyg, xoEbuaijrNTilhJnwhC3eQ, NvpfZ1juhWILsaF_sxwswQ, 6CYJIcb8ePOVZ4A6E-jY1w, GOZVa6S__vv8gX89iC1PdQ, gmKnb9sNxE2mOlZczuwSKA, v6xeKnwtr-2G_CFCyk88jg, P0TXYaWUJpbzzzF4u0PdDQ, NGVwo_kUPmfF9fuTVC-skw, iXtV3wFhwzPP0zRWase8jg, -AfG2haihaG7iL9qyBUebA, PfqOqS47RD9NnDijfZhr5w, _AaMLDLihXhAD25HRjsOSQ, 07gvv1vWHAyQEdRjLVXGfA, T0EeJ_dHGK7gq92tJUemzQ, Ce3zSIgokKcqVvvVT2O6eA, Z7nxa2nEyjzuo8BIa_IAQg, ojHiCYwWN-cX02Dy0A9cXg, 7dLo24UzBv7gxGUjSqLP2Q, _AlaqLtInmvH26II7wZrNw, GQDDTRZkpzeHIN2vEy_y7g, _J9mxUHeW-J4vSvZOhAK9w, twTipKGZfpINZy7-14VQ7w, 0vQMdPe6ScOHwv9QuZ55XA, BNrvtQNufTuQIrAYBvSssQ, Qes5MqZ7rG6CkIBrDKRm4w, -O1lKolVJTTbICiCTbPHNw, vPnkSXGpsCmOjaTOM6WbmA, wHhMqFeAr_gFqrHgygvZfg, 5YzvAHwHyRKpgwTySAfVJw, GPyVjoyPI0OQR8pB54UFkA, nMPJ3fjOBoIV_UnmsShTFQ, vZC2zRwIZoiFeo97zUMAyw, tYnCWY0SmBCA8M2M_WjNnA, 4ujbbAkcIRqVNQ6uupvBNw, cxbZT8JJSz-rr8v0Jhw74Q, LMhPcLpngzvyGH0DZWrZ6Q, U8FbyHKiU7n72av0mX0ybg, 7Ie1ZkEysPlf6g_X70TjEg, _R-M6LQiYJvXN1Erw5KE6A, xrcHIVpSFBV2p3KWWhe6RQ, lytyqFQVwwsDpfoCMLSDAQ, 6_36uCUNByt0qIRXOXBQig, zQCQ9JPf5D1UVw9oidICWw, iZjd7ZL1C9nl1A0MwINqlg, -s_HpPY5BJY2vm8EQnPu5A, JkjxhmFsxMRIQE4DPJnn6Q, QDFJZjWKPIKnEqAURe4CaQ, d1n3D3HQJRLq43NT7T7BqQ, WlCaiS9OBbUMDs1r3HXJ_w, XyZfMFbXMOo3R3ZAoMg-mg, grNXPGorE9tebLYLztymPw, K5OL5rAOQnf5AFlALjQL6w, u9rylZ5ri2vrVacCOaxrjA, bdy5F-3XAE24uIvf8vHlVA, j9oQhtc7JLTOnIFlUUWz1g, iPQ9QweZf--XsX0dQCV2bA, aeR8wXIB2x0WZjjwngQF_w, 1638pjC1Xwcq4PIfvdFE5A, X4rBldhXpElXfE7XzEXVDg, 6Z7mf-8FNg-6I_S7seSOHQ, UuJ6v72U_waI735vwFhLuw, w1xhGV0F4zHZPGYjovlbEA, yJeoduWAgfGhPcHQOTrPwA, fOfHh4is89yq7mdGSU72wA, s0P1ObDtFKHzLEuFpeGNAQ, wIYIQKM8u-n-il6TVOHtwQ, CtTluEp5MbRmDpbn7NKVcw, GsBAmVIpquDxUt_6h0-eEA, WRVJTnCk72FeZYvWHrDpbw, m6txQtrPDinWJ8ltWTL1cQ, aXQsP0RZaw2S-LKB9tQ33g, TIZfbanMLQp8FmdE0FYbFQ, BcbTwO6HWSIDEB1cGSIj6A, Txk04f1O1d6ruUlBUO011g, SZZjadUJUXwX7pyLrZOpJg, T0lE9OvslYtstfWFY23ANg, PUkOP4-b085b4TSDsiMVBg, npq5unSwfGtx70-Ox5xxWQ, aVhgljkytkfw3npdhZ1Kzw, 1zyvofjrK4MQodWEhhjeeA, qCq9nUHBN3W8gVBZonCEMA, ZAfSkqZNsDxjDNdvnhBtBw, Xm_Q0iIskdUegnYH4yDSTQ, l-lJjM6MejlDEhbuGnhDKg, Mst0ZxHa6d7BX-n5jJKdEw, 8fvydlVGSk04-pjaXOOc_w, KNfNbuq0sRQ_n9QqDWKk8g, jLo95w8PSbguFwa1fOMEeQ, b43kKDsKZpk91iUClaw9GQ, G5B6h_78BZSRarB082AB9A, UW6NlWWEsJkSZyhrwWGPmA, 3uh6xLHhlH7NFDTxPfhXzw, -v3UoCUHV_hGrgQsUFwdNw, O_Gm7Qx6FHfJoCC_D9baMw, WpR92YL_SGynByD8JXwF8w, DmJj6fb44QrrCOw8A8scBA, Jy0XiWsXXthwsPLOKoRG3Q, txfRDUXCXyH_mZo94bpJaQ, QTadUv236y1WOVJYCeNIbw, QrW1K4I2-YdiDku8KiexDQ, chT5OfxjAH6s0bat-M-dbg, RtEukixqnqBHAg0sxQkR8A, k96ulXrW00DjGb3Ergv34Q, gL89XVHzXlKCvTVXTn67hQ, NQMc0MsE4aaEBuqynb3A5Q, MdMhyLPAeQGAbNKJw6_PqA, TFa0DRA3uXANQTG49qpoig, RcS3iWq5VflTyGCbHHLjWA, NfKZbHb44G_FzFN-Wdnieg, 94cMFXuUjTdaKWnxRJjTkg, xwtCZ0k6GUWkjhWNxtIIAA, XkaWXYPZhiaoJJxalyADnA, kfqJtAHmg7M_XOvD3VvjdQ, 9epABWTqvkQg15-RMrKsXA, Cx5_Jx1KnxZ1J8Z-A-jB5Q, duE7Zu0qPYwr2rhFiwL9yA, 1RZp9Fu_67K5EAiNRVtYGw, gJqmlMFbjcPq3SK52BuyBA, 89dX_yDmaRKVz_xrRIvNzA, z1CKp6CmJBr5AxnhTnwBtw, zPPNyikI-w9w9v66aXIikw, HbpIlNDKZzLxgilQQKv2gw, BHQD1YAtEDln5XKfC216KA, 13vWCA100FBvQFvtZ4ue7A, 9r3EJ_GUMhxnCMMSJp56zg, l0-9vBxSuTqc4OdTUUyB5A, Igi2AwiyTsWTNyEt6Blquw, sRPPpFFnCgDRCV0w-ABY1g, 6ZRlFQgn1J4poe9bkB6NjA, FrytoeVevHMgVrk0_Oy7PA, UTQBrmtfI_Owtt5RAle00g, 0YCh1IS7gjcbs0T3Y4xRMw, pOaTYqCl97wIjJr7Y_WpDg, DQf3C6ahKytDsn7853PX_g, P5-G7BOaEvASRr2C2FZmrw, 9qAJdXdc1cWiflhj0PfyGA, l7EHfJz1j9wVCmP_L-Yo9g, 1WEQD4OiXgs0iEQkt1EPOQ, X7Ayt_2CXbLSzJCCb05rEA, hGzi7OaxEeSGR4HbFhns_g, Ws7-rjGRzK3fS40spKDcvQ, OOcM5WskbzTFepd1raTcug, p9A-R5slCQtJCxmHtDRnSw, FcKxYFa8egX1mSAf5mt2sQ, 2DuETQxcwgX_EzTOpVUYEg, lTLJSCYTVY-WyqGoGQF55w, ozULYlY7Z-x4sVgygbbfgw, ycYHpx_6yYscp6AM58weQg, 4tY7Pj8bMuLw-AGopJjsnA, jjnAMttBl6t2pGC1sN-xkg, frcZfM95m3tr9sad_5lDuQ, gPvY-LSC4lEuWPTBUsXhsg, Z_BsaqKokrfD7Af6a06bCA, j6aKCx9p_dT7VSu3fDQ_Sg, BVu8RyTOoe9sSo0-Jw6oXw, AAD4dotzqsJ5dT4HAG01dw, OmjDTovxIbZTTO6Sc7f_iQ, vHvVXDw99lHzrKF7RjySDQ, p6UHsh6xKtmZKMDE1EkHIw, Bvb0EdubN1H7EX-EYDwjWw",1,4.88,0,0,0,0,0,0,0,0,0,0,0
1040573,iQb8rHyNDN-rWF1_X7AsXA,Laura,2,2013-03-01 07:42:01,0,0,1,,"X1tNXEeDAMFxk1xbKEZqMA, mSn1U1MX-nhTowen84mg4w, RRAe9BwGhlcoCgf64QlIfw",0,5.0,0,0,0,0,0,0,0,0,0,0,0
